date;open;high;low;close;volume
1992-07-23;2345.29;2345.29;2345.29;2345.29;
1992-07-24;2325.94;2325.94;2325.94;2325.94;
1992-07-27;2296.8;2296.8;2296.8;2296.8;
1992-07-28;2303.5;2303.5;2303.5;2303.5;
1992-07-29;2318.5;2318.5;2318.5;2318.5;
1992-07-30;2312.4;2312.4;2312.4;2312.4;
1992-07-31;2302.3;2302.3;2302.3;2302.3;
1992-08-03;2311.6;2311.6;2311.6;2311.6;
1992-08-04;2306.5;2306.5;2306.5;2306.5;
1992-08-05;2287.2;2287.2;2287.2;2287.2;
1992-08-06;2273.6;2273.6;2273.6;2273.6;
1992-08-07;2252;2252;2252;2252;
1992-08-10;2224.4;2224.4;2224.4;2224.4;
1992-08-11;2213;2213;2213;2213;
1992-08-12;2212.1;2212.1;2212.1;2212.1;
1992-08-13;2225.3;2225.3;2225.3;2225.3;
1992-08-14;2246.8;2246.8;2246.8;2246.8;
1992-08-17;2263.4;2263.4;2263.4;2263.4;
1992-08-18;2252;2252;2252;2252;
1992-08-19;2257.7;2257.7;2257.7;2257.7;
1992-08-20;2247.1;2247.1;2247.1;2247.1;
1992-08-21;2253.1;2253.1;2253.1;2253.1;
1992-08-24;2213.3;2213.3;2213.3;2213.3;
1992-08-25;2196.4;2196.4;2196.4;2196.4;
1992-08-26;2194.6;2194.6;2194.6;2194.6;
1992-08-27;2197.9;2197.9;2197.9;2197.9;
1992-08-28;2192.5;2192.5;2192.5;2192.5;
1992-09-01;2173.4;2173.4;2173.4;2173.4;
1992-09-02;2167.3;2167.3;2167.3;2167.3;
1992-09-03;2207.2;2207.2;2207.2;2207.2;
1992-09-04;2206;2206;2206;2206;
1992-09-07;2212.5;2212.5;2212.5;2212.5;
1992-09-08;2197.5;2197.5;2197.5;2197.5;
1992-09-09;2179.1;2179.1;2179.1;2179.1;
1992-09-10;2184.5;2184.5;2184.5;2184.5;
1992-09-11;2206.1;2206.1;2206.1;2206.1;
1992-09-14;2235.9;2235.9;2235.9;2235.9;
1992-09-15;2208;2208;2208;2208;
1992-09-16;2157.8;2157.8;2157.8;2157.8;
1992-09-17;2259.8;2259.8;2259.8;2259.8;
1992-09-18;2344.7;2344.7;2344.7;2344.7;
1992-09-21;2377.4;2377.4;2377.4;2377.4;
1992-09-22;2399.4;2399.4;2399.4;2399.4;
1992-09-23;2401.6;2401.6;2401.6;2401.6;
1992-09-24;2428.5;2428.5;2428.5;2428.5;
1992-09-25;2437.8;2437.8;2437.8;2437.8;
1992-09-28;2414.9;2414.9;2414.9;2414.9;
1992-09-29;2397.9;2397.9;2397.9;2397.9;
1992-09-30;2397.4;2397.4;2397.4;2397.4;
1992-10-01;2402.7;2402.7;2402.7;2402.7;
1992-10-02;2398.9;2398.9;2398.9;2398.9;
1992-10-05;2345.5;2345.5;2345.5;2345.5;
1992-10-06;2357.7;2357.7;2357.7;2357.7;
1992-10-07;2377.7;2377.7;2377.7;2377.7;
1992-10-08;2387;2387;2387;2387;
1992-10-09;2392.9;2392.9;2392.9;2392.9;
1992-10-12;2392.68;2402.97;2392.48;2402.97;
1992-10-13;2403;2411;2396.3;2410.9;
1992-10-14;2410.9;2416.8;2398.8;2401;
1992-10-15;2401;2401;2373.8;2373.9;
1992-10-16;2373.9;2392.5;2366.6;2385.9;
1992-10-19;2385.9;2385.9;2367.6;2380.3;
1992-10-20;2380.3;2410.6;2380;2410.4;
1992-10-21;2410.4;2465.8;2410.4;2464.2;
1992-10-22;2464.2;2502.1;2462.8;2494.6;
1992-10-23;2494.6;2505.9;2488.8;2505.9;
1992-10-26;2505.9;2509.7;2503.5;2509.6;
1992-10-27;2509.6;2517.2;2505.3;2515.6;
1992-10-28;2515.6;2517.1;2510.1;2515.3;
1992-10-29;2515.3;2518.7;2510.5;2513.8;
1992-10-30;2513.8;2521.7;2513.3;2521.6;
1992-11-02;2519.9;2541.8;2519.8;2541.8;
1992-11-03;2560.2;2560.7;2552.7;2558.8;
1992-11-04;2558.5;2563.8;2557;2560.7;
1992-11-05;2558.7;2572.2;2558.4;2572.2;
1992-11-06;2576.9;2579.7;2572.1;2579;
1992-11-09;2578.6;2582.6;2576;2580.4;
1992-11-10;2577;2593.3;2574.2;2593.3;
1992-11-11;2596.7;2600.9;2590.5;2590.5;
1992-11-12;2596.1;2616.9;2596.1;2616.6;
1992-11-13;2613.9;2615.2;2605.8;2608.9;
1992-11-16;2604.9;2604.9;2595.7;2595.7;
1992-11-17;2588;2598.1;2586.7;2598;
1992-11-18;2599.8;2611;2597.3;2610.9;
1992-11-19;2615.9;2618.7;2614.5;2616.9;
1992-11-20;2618.2;2623.5;2613.8;2623.4;
1992-11-23;2622.7;2628.4;2622.7;2624.2;
1992-11-24;2621.7;2621.7;2613.1;2619;
1992-11-25;2620.2;2621;2610.9;2611.1;
1992-11-26;2608.9;2620.6;2608.9;2618.6;
1992-11-27;2619.6;2627.7;2616.2;2627.6;
1992-11-30;2627.6;2637.5;2625.2;2637.5;
1992-12-01;2634.8;2644.5;2630.4;2644.5;
1992-12-02;2642.9;2650.9;2642.7;2650.8;
1992-12-03;2648.6;2655.3;2648.6;2654.9;
1992-12-04;2657.4;2662.9;2655.8;2661.2;
1992-12-07;2662.7;2676.6;2662.7;2674.3;
1992-12-08;2675.5;2682.1;2673.6;2682;
1992-12-09;2684.3;2685.8;2670.5;2672.5;
1992-12-10;2672.8;2674.8;2663.9;2665.6;
1992-12-11;2661.7;2663.5;2654.8;2662;
1992-12-14;2655.8;2667.9;2655.7;2667.9;
1992-12-15;2670;2680.4;2668.2;2680.4;
1992-12-16;2679.6;2698.8;2679.6;2698.8;
1992-12-17;2697.4;2728.9;2697.2;2728.8;
1992-12-18;2736.3;2783.6;2736.3;2783.6;
1992-12-21;2791.9;2817.4;2791.9;2817.4;
1992-12-22;2818.1;2845.7;2817.9;2845.4;
1992-12-23;2845.2;2845.2;2837.8;2842.6;
1992-12-24;2842.8;2849.1;2842.7;2848.9;
1992-12-29;2852.9;2861.4;2851.1;2861.3;
1992-12-30;2858.4;2861.9;2854.9;2856.4;
1992-12-31;2858.3;2862.9;2858.3;2862.9;
1993-01-04;2864.3;2896.4;2860.4;2896.4;
1993-01-05;2900.6;2920.9;2900.6;2910.2;
1993-01-06;2907.9;2919.3;2904.4;2919.3;
1993-01-07;2922;2940.3;2922;2940.3;
1993-01-08;2932.9;2939.4;2931.7;2932.7;
1993-01-11;2930.1;2930.1;2884.9;2889.9;
1993-01-12;2890.5;2890.5;2878.1;2879.1;
1993-01-13;2879.6;2887.4;2875.1;2876.3;
1993-01-14;2878.7;2890.9;2878.7;2888.1;
1993-01-15;2887.5;2894;2887.5;2890.6;
1993-01-18;2887.3;2895.7;2887.3;2895.7;
1993-01-19;2894.3;2894.3;2884.2;2885.9;
1993-01-20;2880.8;2889.9;2878;2889.9;
1993-01-21;2891.9;2899.3;2890.1;2899.2;
1993-01-22;2899.9;2909.9;2899.6;2909;
1993-01-25;2909.9;2910.2;2903.4;2904.2;
1993-01-26;2905.3;2951.6;2901.3;2951.6;
1993-01-27;2957.7;2969.4;2957.7;2964.5;
1993-01-28;2960.9;2968.2;2960.7;2963.5;
1993-01-29;2968.6;2968.6;2946.1;2954.8;
1993-02-01;2960.7;2989.3;2954.3;2988.8;
1993-02-02;2990.5;2996.1;2990.3;2995.3;
1993-02-03;2994.8;3023.7;2994.7;3023.6;
1993-02-04;3039.9;3054;3039.9;3042.8;
1993-02-05;3045.9;3051.3;3044.9;3050.5;
1993-02-08;3049.4;3058.8;3049.1;3051.4;
1993-02-09;3047.9;3047.9;3018.2;3019.8;
1993-02-10;3014.7;3015.7;3001.7;3001.9;
1993-02-11;3004.9;3012.2;3004;3006.5;
1993-02-12;3005.1;3008.3;2995.7;3006.3;
1993-02-15;3006.6;3024.3;3006.6;3022.5;
1993-02-16;3024;3026.7;3009.5;3009.5;
1993-02-17;2996.8;3018.4;2996.3;3017.4;
1993-02-18;3020.8;3043.2;3020.8;3040.3;
1993-02-19;3038.8;3048.5;3038.8;3048.3;
1993-02-22;3050.1;3052.4;3046.8;3049;
1993-02-23;3049.5;3052.1;3037.1;3037.1;
1993-02-24;3033.9;3034.2;3029.1;3029.9;
1993-02-25;3033.7;3035;3028.2;3029.5;
1993-02-26;3030;3036.4;3027.7;3036.1;
1993-03-01;3035.7;3050;3035.4;3049.7;
1993-03-02;3048.9;3052.7;3047.3;3050;
1993-03-03;3060;3077.9;3059.5;3077.9;
1993-03-04;3078.4;3089.8;3078.3;3087.9;
1993-03-05;3094.7;3108.1;3094.7;3107.9;
1993-03-08;3112.5;3119.7;3112.5;3119.7;
1993-03-09;3133.8;3133.9;3116.9;3119.2;
1993-03-10;3114.3;3118.7;3112.2;3117.8;
1993-03-11;3120.3;3123.2;3117.6;3121.8;
1993-03-12;3116;3116;3096.1;3099.5;
